algorithm,budget,coverage,cost_per_coverage,time
greedy,100,7,10.7143,0
random,100,3,30.3333,0
bad_greedy,100,7,14.2857,0
k=1,100,7,10.7143,21
k=2,100,7,10.7143,1173
greedy,100,7,9.42857,1
random,100,2,47,0
bad_greedy,100,4,24,0
k=1,100,8,10.5,23
k=2,100,8,10.5,1122
greedy,100,10,9.6,1
random,100,5,17,0
bad_greedy,100,7,11.7143,0
k=1,100,10,9.6,23
k=2,100,10,9,1134
greedy,100,11,8.27273,1
random,100,2,45.5,0
bad_greedy,100,8,12.375,0
k=1,100,11,8.27273,34
k=2,100,11,8.27273,1116
greedy,100,7,14,1
random,100,4,23.25,0
bad_greedy,100,7,14,0
k=1,100,7,11.8571,29
k=2,100,7,11.8571,1231
greedy,100,8,10.25,1
random,100,4,21,0
bad_greedy,100,5,15.6,0
k=1,100,9,11.1111,26
k=2,100,9,11.1111,1283
greedy,100,9,7.88889,0
random,100,5,20,0
bad_greedy,100,9,7.88889,0
k=1,100,9,7.88889,23
k=2,100,9,7.88889,1191
greedy,100,11,8.63636,1
random,100,7,11.8571,0
bad_greedy,100,8,11.25,0
k=1,100,11,8.45455,23
k=2,100,11,8.45455,1140
greedy,100,8,12.5,1
random,100,1,97,0
bad_greedy,100,7,11.5714,0
k=1,100,8,11.375,26
k=2,100,8,11.375,1187
greedy,100,9,10.6667,1
random,100,3,33,0
bad_greedy,100,8,11.875,0
k=1,100,9,10.6667,33
k=2,100,9,10.6667,1176
greedy,100,11,8.54545,1
random,100,1,62,0
bad_greedy,100,10,7.7,0
k=1,100,11,8.54545,23
k=2,100,11,8.54545,1161
greedy,100,14,5.71429,1
random,100,8,9.625,0
bad_greedy,100,13,7.69231,0
k=1,100,14,5.71429,24
k=2,100,14,5.71429,1129
greedy,100,6,16.5,1
random,100,3,29.3333,0
bad_greedy,100,3,24.3333,0
k=1,100,6,16.5,23
k=2,100,6,16.5,1199
greedy,100,7,13.7143,1
random,100,5,19.4,0
bad_greedy,100,3,31.6667,0
k=1,100,7,13.7143,22
k=2,100,7,13.7143,1180
greedy,100,7,13.2857,1
random,100,7,13.5714,0
bad_greedy,100,7,13.2857,0
k=1,100,7,13.2857,28
k=2,100,7,13.2857,1162
greedy,100,9,11.1111,1
random,100,3,31.3333,0
bad_greedy,100,3,30.3333,0
k=1,100,9,11.1111,24
k=2,100,9,11.1111,1171
greedy,100,9,9.33333,2
random,100,3,28,0
bad_greedy,100,9,9.33333,0
k=1,100,9,9.33333,22
k=2,100,9,9.33333,1157
greedy,100,6,14,1
random,100,2,42.5,0
bad_greedy,100,4,15.25,0
k=1,100,6,14,22
k=2,100,6,14,1178
greedy,100,6,13.5,1
random,100,5,18.2,0
bad_greedy,100,3,21,0
k=1,100,6,13.5,30
k=2,100,7,14,1281
greedy,100,8,9.875,1
random,100,2,47.5,0
bad_greedy,100,6,12.5,0
k=1,100,8,9.875,23
k=2,100,8,9.875,1158
greedy,100,10,7.7,1
random,100,1,93,0
bad_greedy,100,7,9.71429,0
k=1,100,10,7.7,22
k=2,100,10,7.7,1081
greedy,100,6,12.5,1
random,100,3,27.3333,0
bad_greedy,100,6,15.3333,0
k=1,100,7,13.5714,22
k=2,100,7,13.5714,1168
greedy,100,10,9.6,1
random,100,5,19.2,0
bad_greedy,100,8,10.375,0
k=1,100,10,9.6,22
k=2,100,10,9.6,1099
greedy,100,8,11.875,1
random,100,2,48.5,0
bad_greedy,100,4,22,0
k=1,100,8,11.875,23
k=2,100,8,11.875,1136
greedy,100,8,12.25,1
random,100,4,19.75,0
bad_greedy,100,5,14.4,0
k=1,100,8,12,21
k=2,100,8,12,1141
greedy,100,8,11.125,1
random,100,2,47,0
bad_greedy,100,6,13.1667,0
k=1,100,8,11.125,23
k=2,100,8,11.125,1157
greedy,100,5,14.4,0
random,100,2,28,0
bad_greedy,100,5,15.6,0
k=1,100,6,15.3333,22
k=2,100,6,15.1667,1164
greedy,100,8,10.25,1
random,100,4,20.75,0
bad_greedy,100,8,10.25,0
k=1,100,9,9.88889,22
k=2,100,9,9.88889,1140
greedy,100,6,13.8333,1
random,100,3,29,0
bad_greedy,100,6,13.8333,0
k=1,100,6,13.8333,23
k=2,100,6,13.8333,1332
greedy,100,10,9.3,1
random,100,1,76,0
bad_greedy,100,8,10.75,0
k=1,100,10,9.3,23
k=2,100,10,9.3,1164
greedy,100,7,13.2857,1
random,100,5,19.2,0
bad_greedy,100,3,24,0
k=1,100,8,12.375,23
k=2,100,8,12.375,1174
greedy,100,9,11.1111,1
random,100,2,46,0
bad_greedy,100,9,11.1111,0
k=1,100,9,11.1111,23
k=2,100,9,11.1111,1130
greedy,100,5,18.8,0
random,100,3,32.3333,0
bad_greedy,100,4,22.5,0
k=1,100,5,18.8,22
k=2,100,5,18.8,1104
greedy,100,13,6.76923,1
random,100,5,19.4,0
bad_greedy,100,11,6.90909,0
k=1,100,13,6.76923,21
k=2,100,13,6.76923,1074
greedy,100,5,18.4,0
random,100,1,97,0
bad_greedy,100,4,21,0
k=1,100,5,18.4,22
k=2,100,5,18.4,1101
greedy,100,6,15.3333,1
random,100,1,62,0
bad_greedy,100,3,32.3333,0
k=1,100,6,15.3333,22
k=2,100,6,15.3333,1110
greedy,100,8,11.25,1
random,100,6,16,0
bad_greedy,100,6,11.8333,0
k=1,100,8,11.25,22
k=2,100,8,11.25,1098
greedy,100,12,8.33333,0
random,100,8,12.5,0
bad_greedy,100,9,11,0
k=1,100,12,8.33333,22
k=2,100,12,8.33333,1093
greedy,100,11,8.90909,1
random,100,4,23.25,0
bad_greedy,100,10,8.6,0
k=1,100,11,8.90909,24
k=2,100,11,8.90909,1100
greedy,100,10,9.7,0
random,100,2,39.5,0
bad_greedy,100,7,11,0
k=1,100,10,9.7,22
k=2,100,10,9.7,1085
greedy,100,8,11.875,0
random,100,2,39,0
bad_greedy,100,5,13.8,0
k=1,100,8,11.875,21
k=2,100,8,11.875,1093
greedy,100,11,8.27273,0
random,100,3,30.6667,0
bad_greedy,100,8,10.25,0
k=1,100,11,8.27273,22
k=2,100,11,8.27273,1101
greedy,100,9,9.33333,0
random,100,8,11.625,0
bad_greedy,100,5,14.2,0
k=1,100,9,9.33333,21
k=2,100,9,9.33333,1095
greedy,100,8,11.375,0
random,100,6,16.5,0
bad_greedy,100,3,24,0
k=1,100,8,11.375,22
k=2,100,8,11.375,1101
greedy,100,8,9.75,1
random,100,6,15.5,0
bad_greedy,100,7,13.2857,0
k=1,100,8,9.75,22
k=2,100,8,9.75,1098
greedy,100,12,6.33333,0
random,100,10,7.1,0
bad_greedy,100,10,8.2,0
k=1,100,12,6.33333,21
k=2,100,12,6.33333,1079
greedy,100,6,13.1667,0
random,100,3,33.3333,0
bad_greedy,100,4,16,0
k=1,100,7,13.4286,22
k=2,100,7,13.4286,1091
greedy,100,7,13.2857,1
random,100,2,49.5,0
bad_greedy,100,5,14.2,0
k=1,100,7,13.2857,22
k=2,100,7,13.2857,1103
greedy,100,8,9.75,0
random,100,1,96,0
bad_greedy,100,5,15,0
k=1,100,9,10.1111,22
k=2,100,9,10.1111,1104
greedy,100,10,7.8,0
random,100,2,49,0
bad_greedy,100,6,12.1667,0
k=1,100,11,7.90909,22
k=2,100,11,7.90909,1092
greedy,100,5,18.6,0
random,100,3,29.6667,0
bad_greedy,100,2,41.5,0
k=1,100,5,18.6,22
k=2,100,5,18.6,1106
greedy,100,8,11.25,1
random,100,4,13.75,0
bad_greedy,100,3,29.6667,0
k=1,100,8,11.25,22
k=2,100,8,11.25,1100
greedy,100,7,12.4286,1
random,100,3,28.3333,0
bad_greedy,100,3,28.3333,0
k=1,100,7,12.4286,21
k=2,100,7,12.4286,1096
greedy,100,9,10.4444,1
random,100,9,9.22222,0
bad_greedy,100,6,13.6667,0
k=1,100,10,9.2,22
k=2,100,10,9.2,1098
greedy,100,7,12,1
random,100,3,31,0
bad_greedy,100,6,14.5,0
k=1,100,7,12,21
k=2,100,7,12,1099
greedy,100,8,11.75,0
random,100,5,19.2,0
bad_greedy,100,8,11.75,0
k=1,100,8,11.75,22
k=2,100,8,11.75,1102
greedy,100,11,8.54545,0
random,100,2,34.5,0
bad_greedy,100,11,8.54545,0
k=1,100,12,8,21
k=2,100,12,8,1110
greedy,100,12,6.08333,0
random,100,5,15.8,0
bad_greedy,100,6,13.1667,0
k=1,100,12,6.08333,21
k=2,100,12,6.08333,1080
greedy,100,8,8.25,1
random,100,5,17.4,0
bad_greedy,100,8,8.25,0
k=1,100,8,8.25,22
k=2,100,8,8.25,1095
greedy,100,6,15.1667,0
random,100,1,97,0
bad_greedy,100,5,17.6,0
k=1,100,6,15.1667,22
k=2,100,6,15.1667,1103
greedy,100,6,14.6667,1
random,100,3,23.6667,0
bad_greedy,100,3,23,0
k=1,100,6,14.6667,21
k=2,100,6,14.6667,1105
greedy,100,6,14,1
random,100,2,45,0
bad_greedy,100,6,14,0
k=1,100,6,14,22
k=2,100,6,14,1121
greedy,100,10,9.9,1
random,100,3,29,0
bad_greedy,100,7,10.4286,0
k=1,100,10,9.9,22
k=2,100,10,9.9,1097
greedy,100,10,9.7,1
random,100,3,30.3333,0
bad_greedy,100,9,10.2222,0
k=1,100,10,9.7,22
k=2,100,10,9.7,1100
greedy,100,10,8.6,0
random,100,3,31.3333,0
bad_greedy,100,10,8.6,0
k=1,100,10,8.6,22
k=2,100,10,8.6,1092
greedy,100,9,10.5556,0
random,100,2,46,0
bad_greedy,100,4,18.25,0
k=1,100,9,10.5556,23
k=2,100,9,10.5556,1093
greedy,100,7,12.2857,0
random,100,4,22.5,0
bad_greedy,100,6,11.8333,0
k=1,100,7,12.2857,21
k=2,100,7,12.2857,1106
greedy,100,10,7.5,0
random,100,8,11,0
bad_greedy,100,7,11.1429,0
k=1,100,11,8.27273,22
k=2,100,11,8.27273,1102
greedy,100,7,14.1429,1
random,100,3,30.6667,0
bad_greedy,100,4,24,0
k=1,100,7,13.4286,22
k=2,100,7,13.4286,1113
greedy,100,7,13.8571,0
random,100,6,15.1667,0
bad_greedy,100,6,15.3333,0
k=1,100,7,13.8571,23
k=2,100,7,13.8571,1115
greedy,100,9,9.22222,1
random,100,6,13.5,0
bad_greedy,100,8,9.375,0
k=1,100,10,9.5,22
k=2,100,10,9.5,1103
greedy,100,9,10.4444,1
random,100,6,14.8333,0
bad_greedy,100,6,12.8333,0
k=1,100,9,10.4444,23
k=2,100,9,10.4444,1120
greedy,100,9,10.1111,1
random,100,7,12.4286,0
bad_greedy,100,8,10.5,0
k=1,100,11,8.54545,22
k=2,100,11,8.54545,1106
greedy,100,9,9.66667,1
random,100,1,74,0
bad_greedy,100,6,13.1667,0
k=1,100,9,9.66667,23
k=2,100,9,9.66667,1110
greedy,100,12,6.83333,1
random,100,3,26.6667,0
bad_greedy,100,4,20.5,0
k=1,100,12,6.83333,22
k=2,100,12,6.83333,1096
greedy,100,8,10.625,1
random,100,5,17.8,0
bad_greedy,100,8,10.625,0
k=1,100,8,10.625,23
k=2,100,8,10.625,1127
greedy,100,11,7.27273,1
random,100,4,23,0
bad_greedy,100,9,8.44444,0
k=1,100,11,7.27273,22
k=2,100,11,7.27273,1095
greedy,100,6,16.6667,1
random,100,1,79,0
bad_greedy,100,5,15.2,0
k=1,100,6,15.3333,23
k=2,100,6,15.3333,1113
greedy,100,9,10.5556,0
random,100,3,32,0
bad_greedy,100,8,10.875,0
k=1,100,9,10.5556,23
k=2,100,9,10.5556,1109
greedy,100,8,11.75,0
random,100,5,16,0
bad_greedy,100,6,12.6667,0
k=1,100,8,11.75,22
k=2,100,8,11.75,1106
greedy,100,8,11.75,0
random,100,4,20.5,0
bad_greedy,100,7,12.2857,0
k=1,100,8,11.75,21
k=2,100,8,11.75,1092
greedy,100,8,10.25,0
random,100,3,33,0
bad_greedy,100,7,10.4286,0
k=1,100,8,10.25,22
k=2,100,8,10.25,1115
greedy,100,7,13.2857,1
random,100,6,16.6667,0
bad_greedy,100,5,16.2,0
k=1,100,7,13.2857,22
k=2,100,7,13.2857,1108
greedy,100,9,10.5556,1
random,100,1,83,0
bad_greedy,100,7,11.7143,0
k=1,100,9,10.5556,23
k=2,100,9,10.5556,1108
greedy,100,7,11.1429,1
random,100,2,48,0
bad_greedy,100,6,16.5,0
k=1,100,7,11.1429,22
k=2,100,7,11.1429,1109
greedy,100,6,12.1667,0
random,100,4,18.75,0
bad_greedy,100,5,19.8,0
k=1,100,6,12.1667,22
k=2,100,6,12.1667,1116
greedy,100,7,11.7143,0
random,100,1,98,0
bad_greedy,100,6,11.6667,0
k=1,100,7,11.7143,22
k=2,100,8,12.375,1097
greedy,100,7,10.4286,0
random,100,4,20,0
bad_greedy,100,6,14,0
k=1,100,7,10.4286,22
k=2,100,8,12,1096
greedy,100,11,6.81818,0
random,100,6,16.6667,0
bad_greedy,100,11,6.81818,0
k=1,100,12,8,22
k=2,100,12,8,1093
greedy,100,9,9.66667,0
random,100,3,28.3333,0
bad_greedy,100,7,11.2857,0
k=1,100,9,9.66667,24
k=2,100,9,9.66667,1106
greedy,100,9,11.1111,1
random,100,5,17.8,0
bad_greedy,100,8,10.875,0
k=1,100,9,11.1111,23
k=2,100,9,11.1111,1101
greedy,100,7,11,1
random,100,3,24.3333,0
bad_greedy,100,6,16.5,0
k=1,100,7,11,22
k=2,100,7,11,1122
greedy,100,6,15.3333,1
random,100,3,27,0
bad_greedy,100,4,23,0
k=1,100,6,15.3333,23
k=2,100,6,15.3333,1119
greedy,100,8,11.625,1
random,100,4,24.75,0
bad_greedy,100,6,14.1667,0
k=1,100,8,11.625,21
k=2,100,8,11.625,1109
greedy,100,8,11.875,1
random,100,3,32,0
bad_greedy,100,7,11.5714,0
k=1,100,8,11.875,22
k=2,100,8,11.875,1107
greedy,100,5,15.8,0
random,100,2,40.5,0
bad_greedy,100,2,33.5,0
k=1,100,5,15.8,23
k=2,100,5,15.8,1117
greedy,100,8,9,1
random,100,5,18.6,0
bad_greedy,100,6,11.5,0
k=1,100,8,9,23
k=2,100,8,9,1115
greedy,100,8,9.625,0
random,100,6,16.1667,0
bad_greedy,100,8,9.625,0
k=1,100,8,9.625,22
k=2,100,8,9.625,1107
greedy,100,7,9.71429,1
random,100,2,46.5,0
bad_greedy,100,4,22.5,0
k=1,100,7,9.71429,22
k=2,100,7,9.71429,1112
greedy,100,8,11.375,0
random,100,1,71,0
bad_greedy,100,8,11.375,0
k=1,100,8,11.375,22
k=2,100,8,11.375,1117
greedy,200,15,12.8,1
random,200,7,27.4286,0
bad_greedy,200,14,12.9286,0
k=1,200,15,12.8,22
k=2,200,15,12.8,1099
greedy,200,11,17.9091,0
random,200,3,66.6667,0
bad_greedy,200,10,18.5,0
k=1,200,11,17.9091,23
k=2,200,11,17.9091,1111
greedy,200,15,12.1333,0
random,200,6,33.1667,0
bad_greedy,200,13,14.4615,0
k=1,200,15,11.8,23
k=2,200,15,11.8,1097
greedy,200,13,15.0769,1
random,200,4,49.75,0
bad_greedy,200,10,19.3,0
k=1,200,13,15.0769,22
k=2,200,13,15.0769,1089
greedy,200,12,16.5833,0
random,200,2,88.5,0
bad_greedy,200,9,19.5556,0
k=1,200,12,16.5833,21
k=2,200,12,16.5833,1080
greedy,200,13,13.8462,0
random,200,8,24.5,0
bad_greedy,200,9,18.6667,0
k=1,200,13,13.8462,21
k=2,200,13,13.8462,1090
greedy,200,12,15.8333,0
random,200,4,45.5,0
bad_greedy,200,10,17.1,0
k=1,200,12,15.8333,21
k=2,200,12,15.8333,1100
greedy,200,16,11.9375,0
random,200,10,17.9,0
bad_greedy,200,13,14.1538,0
k=1,200,16,11.9375,21
k=2,200,16,11.9375,1090
greedy,200,15,13.2667,0
random,200,5,33.2,0
bad_greedy,200,10,18.5,0
k=1,200,15,13.2667,22
k=2,200,15,13.2667,1098
greedy,200,9,19.4444,0
random,200,7,28.2857,0
bad_greedy,200,7,22,0
k=1,200,9,19.4444,22
k=2,200,9,19.4444,1107
greedy,200,11,15.9091,1
random,200,6,31.5,0
bad_greedy,200,7,22.4286,0
k=1,200,12,16.5,22
k=2,200,12,16.5,1104
greedy,200,17,10.7647,0
random,200,3,64,0
bad_greedy,200,13,14.0769,0
k=1,200,17,10.7647,22
k=2,200,17,10.7647,1085
greedy,200,12,16.25,0
random,200,4,48.25,0
bad_greedy,200,9,17.8889,0
k=1,200,12,16.25,22
k=2,200,12,16.25,1095
greedy,200,12,15.75,0
random,200,5,32,0
bad_greedy,200,9,20.6667,0
k=1,200,12,15.75,22
k=2,200,12,15.75,1106
greedy,200,14,14.1429,1
random,200,5,36.2,0
bad_greedy,200,7,23,0
k=1,200,14,14.1429,22
k=2,200,14,14.1429,1101
greedy,200,11,17.3636,0
random,200,4,48.25,0
bad_greedy,200,9,21.4444,0
k=1,200,12,16.5,22
k=2,200,12,16.5,1115
greedy,200,12,16.25,0
random,200,2,96,0
bad_greedy,200,7,25.7143,0
k=1,200,12,16.25,22
k=2,200,12,16.25,1107
greedy,200,11,15.4545,0
random,200,4,42.5,0
bad_greedy,200,8,23.25,0
k=1,200,11,15.4545,21
k=2,200,11,15.4545,1083
greedy,200,11,15.3636,0
random,200,6,28.6667,0
bad_greedy,200,10,19.2,0
k=1,200,12,16.5,25
k=2,200,12,16.5,1081
greedy,200,9,19.1111,1
random,200,6,32.5,0
bad_greedy,200,9,21.1111,0
k=1,200,9,19.1111,22
k=2,200,9,19.1111,1099
greedy,200,10,19.9,0
random,200,5,35.2,0
bad_greedy,200,8,23.125,0
k=1,200,10,19.9,21
k=2,200,10,19.9,1090
greedy,200,9,20.5556,0
random,200,1,200,0
bad_greedy,200,8,23.375,0
k=1,200,10,19.6,22
k=2,200,10,19.6,1098
greedy,200,13,13.6923,2
random,200,7,26.1429,0
bad_greedy,200,7,23.7143,0
k=1,200,13,13.6923,20
k=2,200,13,13.6923,1085
greedy,200,16,11.6875,0
random,200,3,65.6667,0
bad_greedy,200,13,14.6154,0
k=1,200,16,11.6875,22
k=2,200,16,11.6875,1092
greedy,200,12,16.6667,1
random,200,3,56.6667,0
bad_greedy,200,10,17.7,0
k=1,200,12,15.6667,22
k=2,200,12,15.6667,1104
greedy,200,12,14,1
random,200,2,94,0
bad_greedy,200,11,14.7273,0
k=1,200,12,14,22
k=2,200,12,14,1096
greedy,200,14,13.1429,1
random,200,9,21.6667,0
bad_greedy,200,12,14.6667,0
k=1,200,14,13.1429,22
k=2,200,14,13.1429,1087
greedy,200,11,17.2727,0
random,200,5,38,0
bad_greedy,200,8,23,0
k=1,200,11,17.2727,22
k=2,200,11,17.1818,1105
greedy,200,12,16.4167,0
random,200,4,48.75,0
bad_greedy,200,9,21,0
k=1,200,12,16.4167,22
k=2,200,12,16.4167,1107
greedy,200,11,17.8182,0
random,200,4,49.75,0
bad_greedy,200,9,20.7778,0
k=1,200,11,17.8182,22
k=2,200,11,17.8182,1112
greedy,200,11,16.2727,1
random,200,1,191,0
bad_greedy,200,10,16.3,0
k=1,200,11,16.2727,23
k=2,200,11,16.2727,1100
greedy,200,10,19.2,1
random,200,2,94,0
bad_greedy,200,7,22.5714,0
k=1,200,10,19.2,23
k=2,200,10,19.2,1113
greedy,200,16,11.1875,1
random,200,3,62,0
bad_greedy,200,13,13.2308,0
k=1,200,16,11.1875,21
k=2,200,16,11.1875,1081
greedy,200,14,11.7143,0
random,200,5,36.2,0
bad_greedy,200,13,15.0769,0
k=1,200,16,12.125,21
k=2,200,16,12.125,1067
greedy,200,12,16.0833,0
random,200,5,34,0
bad_greedy,200,11,16.3636,0
k=1,200,12,16.0833,22
k=2,200,12,16.0833,1099
greedy,200,11,16.6364,1
random,200,5,36.2,0
bad_greedy,200,7,23.8571,0
k=1,200,11,16.6364,22
k=2,200,11,16.6364,1103
greedy,200,13,12.9231,0
random,200,1,156,0
bad_greedy,200,11,17.3636,0
k=1,200,14,14.0714,22
k=2,200,14,14.0714,1105
greedy,200,13,13,0
random,200,3,49.6667,0
bad_greedy,200,11,13.9091,0
k=1,200,13,13,22
k=2,200,13,13,1106
greedy,200,15,13,1
random,200,6,31.3333,0
bad_greedy,200,10,16.7,0
k=1,200,15,13,22
k=2,200,15,13,1096
greedy,200,13,15.0769,1
random,200,10,19.4,0
bad_greedy,200,12,15.8333,0
k=1,200,13,15,23
k=2,200,13,15,1107
greedy,200,16,12.3125,1
random,200,5,39.4,0
bad_greedy,200,13,14.0769,0
k=1,200,16,12.3125,21
k=2,200,16,12.3125,1078
greedy,200,11,18.0909,1
random,200,3,59.3333,0
bad_greedy,200,11,18.0909,0
k=1,200,11,17.6364,21
k=2,200,11,17.6364,1090
greedy,200,11,17.5455,0
random,200,5,37.6,0
bad_greedy,200,7,23.8571,0
k=1,200,11,17.5455,22
k=2,200,11,17.5455,1093
greedy,200,15,10.8667,0
random,200,3,63.3333,0
bad_greedy,200,14,13.7857,0
k=1,200,15,10.8667,21
k=2,200,15,10.8667,1083
greedy,200,12,16.3333,0
random,200,5,39.4,0
bad_greedy,200,9,21.8889,0
k=1,200,12,16.25,21
k=2,200,12,16.0833,1110
greedy,200,11,17.0909,1
random,200,3,61,0
bad_greedy,200,8,20.625,0
k=1,200,11,17.0909,22
k=2,200,11,17.0909,1098
greedy,200,12,14.6667,1
random,200,5,39.6,0
bad_greedy,200,10,17.6,0
k=1,200,12,14.6667,21
k=2,200,12,14.6667,1086
greedy,200,11,14.8182,0
random,200,9,19.4444,0
bad_greedy,200,10,19.9,0
k=1,200,13,14.6154,22
k=2,200,13,14.4615,1089
greedy,200,10,17.8,1
random,200,6,31.5,0
bad_greedy,200,7,24.7143,0
k=1,200,11,17.5455,22
k=2,200,11,17.4545,1106
greedy,200,13,13.6923,0
random,200,2,97,0
bad_greedy,200,13,14.6923,0
k=1,200,13,13.6923,21
k=2,200,13,13.6923,1075
greedy,200,9,20.1111,1
random,200,4,46.75,0
bad_greedy,200,6,27.3333,0
k=1,200,10,19.8,22
k=2,200,10,19.8,1096
greedy,200,18,10.7778,1
random,200,5,40,0
bad_greedy,200,12,14.6667,0
k=1,200,18,10.7778,21
k=2,200,18,10.7778,1076
greedy,200,18,10,0
random,200,7,24.5714,0
bad_greedy,200,11,14.4545,0
k=1,200,18,10,21
k=2,200,18,10,1071
greedy,200,10,18.2,0
random,200,7,25.5714,0
bad_greedy,200,8,19,0
k=1,200,10,18.2,21
k=2,200,11,18.0909,1094
greedy,200,12,14.5,0
random,200,2,99,0
bad_greedy,200,9,18.1111,0
k=1,200,12,14.5,21
k=2,200,12,14.5,1088
greedy,200,14,13.1429,1
random,200,5,39.4,0
bad_greedy,200,11,15.4545,0
k=1,200,14,13.1429,21
k=2,200,14,12.7857,1113
greedy,200,9,19.7778,0
random,200,6,33.1667,0
bad_greedy,200,7,22.5714,0
k=1,200,9,19.7778,22
k=2,200,9,19.7778,1114
greedy,200,15,12.2667,0
random,200,8,24,0
bad_greedy,200,12,15.9167,0
k=1,200,15,12.2667,22
k=2,200,15,12.2667,1090
greedy,200,13,14.0769,0
random,200,7,27.8571,0
bad_greedy,200,12,15.0833,0
k=1,200,13,14.0769,21
k=2,200,13,14.0769,1090
greedy,200,12,15.6667,0
random,200,2,100,0
bad_greedy,200,11,16,0
k=1,200,12,15.6667,22
k=2,200,12,15.6667,1089
greedy,200,16,12.125,0
random,200,5,36.6,0
bad_greedy,200,10,15.8,0
k=1,200,16,12.125,20
k=2,200,16,12.125,1066
greedy,200,10,16.6,0
random,200,6,31.6667,0
bad_greedy,200,9,21.7778,0
k=1,200,10,16.6,22
k=2,200,10,16.6,1101
greedy,200,13,15.1538,0
random,200,3,66.3333,0
bad_greedy,200,8,20.875,0
k=1,200,13,15.1538,22
k=2,200,13,15.1538,1084
greedy,200,12,14.8333,0
random,200,3,63.6667,0
bad_greedy,200,10,16.9,0
k=1,200,12,14.8333,21
k=2,200,12,14.8333,1084
greedy,200,11,17,1
random,200,9,22,0
bad_greedy,200,7,25.4286,0
k=1,200,11,16.8182,22
k=2,200,11,16.8182,1085
greedy,200,14,11.8571,0
random,200,6,31,0
bad_greedy,200,12,15.1667,0
k=1,200,15,12.8,22
k=2,200,15,12.8,1091
greedy,200,12,15.5,0
random,200,7,27.7143,0
bad_greedy,200,7,22.5714,0
k=1,200,12,15.5,21
k=2,200,12,15.5,1093
greedy,200,11,16.9091,0
random,200,3,64.6667,0
bad_greedy,200,7,22.7143,0
k=1,200,11,16.9091,21
k=2,200,11,16.9091,1084
greedy,200,12,16.3333,1
random,200,3,64.6667,0
bad_greedy,200,5,35.6,0
k=1,200,12,16.3333,21
k=2,200,12,16.3333,1090
greedy,200,11,17.9091,0
random,200,3,61.6667,0
bad_greedy,200,8,21.5,0
k=1,200,11,17.6364,21
k=2,200,11,17.6364,1091
greedy,200,17,11.6471,0
random,200,12,16.5,0
bad_greedy,200,13,14.4615,0
k=1,200,17,10.5882,21
k=2,200,18,11,1086
greedy,200,15,12.2667,1
random,200,7,26.5714,0
bad_greedy,200,14,12,0
k=1,200,15,12.2667,22
k=2,200,15,12.2667,1097
greedy,200,18,10.6667,0
random,200,8,24.625,0
bad_greedy,200,15,11.9333,0
k=1,200,18,10.6667,21
k=2,200,18,10.6667,1077
greedy,200,11,18.1818,0
random,200,5,38.8,0
bad_greedy,200,8,24.125,0
k=1,200,11,18.1818,22
k=2,200,11,18.1818,1104
greedy,200,11,17.4545,1
random,200,3,61.3333,0
bad_greedy,200,8,19.375,0
k=1,200,11,17.4545,21
k=2,200,11,17.4545,1100
greedy,200,13,14.8462,0
random,200,2,91.5,0
bad_greedy,200,9,18.3333,0
k=1,200,13,14.8462,22
k=2,200,13,14.8462,1113
greedy,200,17,10.9412,0
random,200,7,27.2857,0
bad_greedy,200,15,11.0667,0
k=1,200,17,10.9412,22
k=2,200,17,10.9412,1076
greedy,200,12,15.25,0
random,200,4,46.5,0
bad_greedy,200,12,15.25,0
k=1,200,12,15.25,22
k=2,200,12,15.25,1083
greedy,200,16,11.25,0
random,200,9,22.1111,0
bad_greedy,200,13,14.3077,0
k=1,200,17,10.9412,21
k=2,200,17,10.9412,1109
greedy,200,15,12.2667,0
random,200,2,95.5,0
bad_greedy,200,11,17.8182,0
k=1,200,15,12.2667,22
k=2,200,15,12.2667,1097
greedy,200,11,15.1818,0
random,200,7,25,0
bad_greedy,200,7,22.1429,0
k=1,200,11,15.1818,22
k=2,200,12,15.9167,1114
greedy,200,14,12.2143,1
random,200,5,37,0
bad_greedy,200,11,15.1818,0
k=1,200,15,13,23
k=2,200,15,13,1089
greedy,200,11,15.3636,0
random,200,1,200,0
bad_greedy,200,10,20,0
k=1,200,11,15.3636,22
k=2,200,11,15.3636,1096
greedy,200,15,13.0667,0
random,200,9,20.4444,0
bad_greedy,200,12,15.5833,0
k=1,200,15,13.0667,22
k=2,200,15,13.0667,1083
greedy,200,15,13.3333,1
random,200,3,58.6667,0
bad_greedy,200,10,17.8,0
k=1,200,15,13.3333,22
k=2,200,15,13.3333,1078
greedy,200,11,15.1818,1
random,200,5,37.6,0
bad_greedy,200,11,16.9091,0
k=1,200,12,16.1667,21
k=2,200,12,16.0833,1095
greedy,200,14,12.7143,0
random,200,7,28,0
bad_greedy,200,13,12.3077,0
k=1,200,14,12.7143,21
k=2,200,14,12.7143,1071
greedy,200,10,19.5,1
random,200,4,46,0
bad_greedy,200,10,19.5,0
k=1,200,10,18.1,23
k=2,200,10,18.1,1252
greedy,200,15,13.0667,1
random,200,1,187,0
bad_greedy,200,10,16.9,0
k=1,200,15,13.0667,21
k=2,200,15,13.0667,1097
greedy,200,14,13.1429,0
random,200,4,48.5,0
bad_greedy,200,12,14.75,0
k=1,200,14,12.9286,21
k=2,200,14,12.9286,1114
greedy,200,17,11.1765,1
random,200,9,21.6667,0
bad_greedy,200,13,12.8462,0
