algorithm,budget,coverage,cost_per_coverage,time
greedy,100,4,14.25,1
random,100,2,43.5,0
bad_greedy,100,2,27.5,0
k=1,100,4,14.25,24
k=2,100,4,14.25,1157
greedy,100,3,19.6667,0
random,100,2,42.5,0
bad_greedy,100,1,50,0
k=1,100,3,19.6667,24
k=2,100,3,19.6667,1170
greedy,100,3,17.3333,1
random,100,1,89,0
bad_greedy,100,3,17.3333,0
k=1,100,4,18,22
k=2,100,4,18,1164
greedy,100,7,12.4286,2
random,100,2,35.5,0
bad_greedy,100,1,55,0
k=1,100,7,12.4286,32
k=2,100,7,12.4286,1293
greedy,100,3,17.6667,2
random,100,2,30.5,0
bad_greedy,100,3,17.6667,1
k=1,100,3,17.6667,35
k=2,100,3,17.6667,1353
greedy,100,6,11.8333,1
random,100,2,39,0
bad_greedy,100,2,25.5,0
k=1,100,6,11.8333,25
k=2,100,6,11.8333,1274
greedy,100,5,10.8,1
random,100,3,20.3333,0
bad_greedy,100,5,10.8,0
k=1,100,5,10.8,23
k=2,100,5,10.8,1144
greedy,100,4,17.5,0
random,100,1,93,0
bad_greedy,100,1,60,0
k=1,100,4,17.5,23
k=2,100,4,17.5,1189
greedy,100,3,21.6667,1
random,100,1,89,0
bad_greedy,100,1,55,0
k=1,100,3,21.6667,23
k=2,100,3,21.6667,1159
greedy,100,5,15.4,0
random,100,1,87,0
bad_greedy,100,2,30.5,0
k=1,100,5,15.4,22
k=2,100,5,15.4,1183
greedy,100,5,10.8,0
random,100,3,23.3333,0
bad_greedy,100,5,10.8,0
k=1,100,5,10.8,23
k=2,100,5,10.8,1201
greedy,100,5,11.4,0
random,100,1,88,0
bad_greedy,100,1,53,0
k=1,100,6,12,30
k=2,100,6,12,1150
greedy,100,3,19.6667,1
random,100,1,59,0
bad_greedy,100,1,59,0
k=1,100,3,19.6667,25
k=2,100,3,19.6667,1194
greedy,100,5,15.2,1
random,100,1,75,0
bad_greedy,100,1,56,0
k=1,100,5,15.2,25
k=2,100,5,15.2,1206
greedy,100,2,27,0
random,100,2,35,0
bad_greedy,100,2,27,0
k=1,100,3,27.3333,24
k=2,100,3,27.3333,1247
greedy,100,6,11.5,1
random,100,4,22,0
bad_greedy,100,3,19,0
k=1,100,6,11.5,24
k=2,100,6,11.5,1182
greedy,100,4,15.75,1
random,100,3,20.6667,0
bad_greedy,100,2,25,0
k=1,100,4,15.75,24
k=2,100,4,15.75,1154
greedy,100,4,15,1
random,100,3,23.3333,0
bad_greedy,100,4,15,0
k=1,100,4,15,23
k=2,100,4,15,1212
greedy,100,4,13.5,1
random,100,4,13.5,0
bad_greedy,100,4,13.5,0
k=1,100,4,13.5,24
k=2,100,4,13.5,1154
greedy,100,4,17.75,0
random,100,2,40,0
bad_greedy,100,3,19,0
k=1,100,4,17.75,23
k=2,100,4,17.75,1101
greedy,100,3,21,0
random,100,2,43,0
bad_greedy,100,1,53,0
k=1,100,3,21,23
k=2,100,3,21,1156
greedy,100,5,12.8,1
random,100,1,64,0
bad_greedy,100,1,52,0
k=1,100,5,12.8,24
k=2,100,5,12.8,1126
greedy,100,3,24.6667,1
random,100,1,82,0
bad_greedy,100,1,50,0
k=1,100,4,25,23
k=2,100,4,25,1164
greedy,100,8,9.25,1
random,100,6,15.5,0
bad_greedy,100,1,62,0
k=1,100,8,9.25,22
k=2,100,8,9.25,1102
greedy,100,4,16.75,1
random,100,1,93,0
bad_greedy,100,1,52,0
k=1,100,4,16.75,24
k=2,100,4,16.75,1141
greedy,100,5,11,0
random,100,3,26.3333,0
bad_greedy,100,5,11,0
k=1,100,5,11,22
k=2,100,5,11,1116
greedy,100,5,12.8,1
random,100,1,88,0
bad_greedy,100,1,53,0
k=1,100,6,12.8333,23
k=2,100,6,12.8333,1168
greedy,100,6,9.16667,0
random,100,2,45,0
bad_greedy,100,6,9.16667,0
k=1,100,6,9.16667,23
k=2,100,6,9.16667,1159
greedy,100,4,15.25,1
random,100,2,32.5,0
bad_greedy,100,1,59,0
k=1,100,4,15.25,24
k=2,100,4,15.25,1158
greedy,100,6,11.6667,1
random,100,4,16.5,0
bad_greedy,100,3,19.6667,0
k=1,100,6,11.6667,23
k=2,100,6,11.6667,1168
greedy,100,4,15,1
random,100,2,42,0
bad_greedy,100,1,50,0
k=1,100,5,15.4,23
k=2,100,5,15.4,1138
greedy,100,4,17.25,1
random,100,3,28,0
bad_greedy,100,2,25,0
k=1,100,4,17.25,23
k=2,100,4,17.25,1110
greedy,100,4,18.75,0
random,100,2,43,0
bad_greedy,100,1,53,0
k=1,100,4,18.75,22
k=2,100,4,18.75,1109
greedy,100,3,24.6667,0
random,100,2,38,0
bad_greedy,100,2,26.5,0
k=1,100,3,24.6667,21
k=2,100,3,24.6667,1102
greedy,100,3,30,0
random,100,1,82,0
bad_greedy,100,1,56,0
k=1,100,3,30,22
k=2,100,3,30,1115
greedy,100,3,24,0
random,100,1,65,0
bad_greedy,100,1,58,0
k=1,100,3,24,25
k=2,100,3,24,1112
greedy,100,5,20,0
random,100,1,63,0
bad_greedy,100,1,54,0
k=1,100,5,20,23
k=2,100,5,20,1114
greedy,100,4,16,1
random,100,1,71,0
bad_greedy,100,2,32,0
k=1,100,4,16,23
k=2,100,4,16,1120
greedy,100,4,18.25,0
random,100,4,18.25,0
bad_greedy,100,2,29.5,0
k=1,100,4,18.25,23
k=2,100,4,18.25,1117
greedy,100,5,16.4,0
random,100,3,32.6667,0
bad_greedy,100,3,18.3333,0
k=1,100,5,16.4,23
k=2,100,5,16.4,1109
greedy,100,4,18,0
random,100,3,24.6667,0
bad_greedy,100,1,56,0
k=1,100,4,18,22
k=2,100,4,18,1100
greedy,100,5,11.2,1
random,100,1,76,0
bad_greedy,100,3,17,0
k=1,100,5,11.2,22
k=2,100,5,11.2,1103
greedy,100,3,25.3333,0
random,100,1,100,0
bad_greedy,100,2,28.5,0
k=1,100,3,25.3333,22
k=2,100,3,25.3333,1117
greedy,100,5,13.2,1
random,100,1,83,0
bad_greedy,100,1,57,0
k=1,100,5,13.2,22
k=2,100,5,13.2,1096
greedy,100,7,12.5714,0
random,100,2,34,0
bad_greedy,100,1,52,0
k=1,100,7,12.5714,22
k=2,100,7,12.5714,1089
greedy,100,3,22.3333,0
random,100,3,22.3333,0
bad_greedy,100,1,64,0
k=1,100,3,22.3333,22
k=2,100,3,22.3333,1116
greedy,100,6,10.8333,0
random,100,1,63,0
bad_greedy,100,3,17.6667,0
k=1,100,6,10.8333,22
k=2,100,6,10.8333,1104
greedy,100,4,13,0
random,100,2,38.5,0
bad_greedy,100,4,13,0
k=1,100,4,13,23
k=2,100,4,13,1107
greedy,100,2,26,0
random,100,1,67,0
bad_greedy,100,2,26,0
k=1,100,3,29.3333,22
k=2,100,3,29.3333,1111
greedy,100,3,21.3333,0
random,100,2,50,0
bad_greedy,100,2,27.5,0
k=1,100,4,24.75,22
k=2,100,4,24.75,1123
greedy,100,3,17.6667,0
random,100,1,100,0
bad_greedy,100,3,17.6667,0
k=1,100,3,17.6667,22
k=2,100,3,17.6667,1112
greedy,100,3,20.3333,0
random,100,3,23.6667,0
bad_greedy,100,1,53,0
k=1,100,3,20.3333,22
k=2,100,3,20.3333,1112
greedy,100,4,17,0
random,100,3,27,0
bad_greedy,100,3,17.3333,0
k=1,100,5,18.6,22
k=2,100,5,18.6,1099
greedy,100,5,13,0
random,100,2,39,0
bad_greedy,100,3,17.3333,0
k=1,100,5,13,21
k=2,100,5,13,1107
greedy,100,5,13.4,0
random,100,3,26.3333,0
bad_greedy,100,3,19,0
k=1,100,5,13.4,22
k=2,100,5,13.4,1106
greedy,100,3,19.3333,0
random,100,1,64,0
bad_greedy,100,2,26.5,0
k=1,100,3,19.3333,24
k=2,100,3,19.3333,1109
greedy,100,5,10.8,0
random,100,3,29.3333,0
bad_greedy,100,5,10.8,0
k=1,100,5,10.8,22
k=2,100,5,10.8,1109
greedy,100,5,11.2,0
random,100,2,36.5,0
bad_greedy,100,1,55,0
k=1,100,5,11.2,22
k=2,100,5,11.2,1109
greedy,100,5,11,0
random,100,1,73,0
bad_greedy,100,5,11,0
k=1,100,5,11,22
k=2,100,5,11,1105
greedy,100,3,24.6667,0
random,100,1,72,0
bad_greedy,100,1,56,0
k=1,100,3,24.6667,22
k=2,100,3,24.6667,1116
greedy,100,3,18.3333,0
random,100,4,19,0
bad_greedy,100,1,52,0
k=1,100,4,19,21
k=2,100,4,19,1107
greedy,100,4,13,0
random,100,2,32,0
bad_greedy,100,2,25.5,0
k=1,100,5,16.6,22
k=2,100,5,16.6,1118
greedy,100,6,12,1
random,100,3,21.3333,0
bad_greedy,100,1,51,0
k=1,100,6,12,22
k=2,100,6,12,1108
greedy,100,6,10.3333,0
random,100,4,18.5,0
bad_greedy,100,1,55,0
k=1,100,6,10.3333,22
k=2,100,6,10.3333,1098
greedy,100,3,19.6667,0
random,100,2,40,0
bad_greedy,100,3,19.6667,0
k=1,100,3,19.6667,22
k=2,100,3,19.6667,1120
greedy,100,3,19,0
random,100,2,43.5,0
bad_greedy,100,3,19,0
k=1,100,3,19,23
k=2,100,3,19,1103
greedy,100,6,13.6667,1
random,100,4,18.75,0
bad_greedy,100,1,56,0
k=1,100,6,13.6667,23
k=2,100,6,13.6667,1110
greedy,100,4,14,0
random,100,1,90,0
bad_greedy,100,4,14,0
k=1,100,5,16.4,22
k=2,100,5,16.4,1118
greedy,100,4,16.25,0
random,100,1,91,0
bad_greedy,100,1,54,0
k=1,100,4,16.25,23
k=2,100,4,16.25,1116
greedy,100,4,15,1
random,100,2,27.5,0
bad_greedy,100,2,27,0
k=1,100,4,15,23
k=2,100,4,15,1117
greedy,100,3,19.6667,1
random,100,1,85,0
bad_greedy,100,3,19.6667,0
k=1,100,3,19.6667,22
k=2,100,3,19.6667,1118
greedy,100,5,14.2,0
random,100,4,20.25,0
bad_greedy,100,2,25.5,0
k=1,100,5,14.2,23
k=2,100,5,14.2,1105
greedy,100,5,11.8,0
random,100,1,59,0
bad_greedy,100,5,11.8,0
k=1,100,5,11.8,22
k=2,100,5,11.8,1123
greedy,100,5,10.4,0
random,100,1,100,0
bad_greedy,100,5,10.4,0
k=1,100,5,10.4,23
k=2,100,5,10.4,1117
greedy,100,3,21,0
random,100,1,65,0
bad_greedy,100,2,26.5,0
k=1,100,3,21,23
k=2,100,3,21,1120
greedy,100,4,17.5,0
random,100,2,48.5,0
bad_greedy,100,1,52,0
k=1,100,4,17.5,23
k=2,100,4,17.5,1112
greedy,100,3,24,0
random,100,1,67,0
bad_greedy,100,2,31.5,0
k=1,100,3,24,23
k=2,100,3,24,1126
greedy,100,5,15.8,0
random,100,3,20.3333,0
bad_greedy,100,1,51,0
k=1,100,5,15.8,23
k=2,100,5,15.8,1126
greedy,100,4,16.5,0
random,100,1,61,0
bad_greedy,100,1,58,0
k=1,100,4,16.5,22
k=2,100,4,16.5,1102
greedy,100,3,25.3333,0
random,100,3,33,0
bad_greedy,100,2,27.5,0
k=1,100,3,25.3333,22
k=2,100,3,25.3333,1114
greedy,100,5,11.2,0
random,100,5,11.2,0
bad_greedy,100,2,26.5,0
k=1,100,5,11.2,22
k=2,100,5,11.2,1115
greedy,100,3,24,0
random,100,2,49,0
bad_greedy,100,1,52,0
k=1,100,3,24,23
k=2,100,3,24,1121
greedy,100,3,20,0
random,100,3,30,0
bad_greedy,100,2,27,0
k=1,100,3,20,24
k=2,100,3,20,1125
greedy,100,3,26,0
random,100,2,42.5,0
bad_greedy,100,1,62,0
k=1,100,3,26,22
k=2,100,3,26,1118
greedy,100,3,19.3333,0
random,100,3,19.3333,0
bad_greedy,100,1,52,0
k=1,100,3,19.3333,23
k=2,100,3,19.3333,1113
greedy,100,5,12.8,0
random,100,1,84,0
bad_greedy,100,2,29,0
k=1,100,5,12.8,22
k=2,100,5,12.8,1108
greedy,100,3,18.3333,0
random,100,2,27,0
bad_greedy,100,2,27,0
k=1,100,4,21.5,22
k=2,100,4,18.5,1110
greedy,100,4,15.75,0
random,100,2,34,0
bad_greedy,100,1,61,0
k=1,100,4,15.75,23
k=2,100,4,15.75,1110
greedy,100,3,23.3333,1
random,100,2,35,0
bad_greedy,100,2,26.5,0
k=1,100,3,23.3333,23
k=2,100,3,23.3333,1122
greedy,100,6,14.1667,0
random,100,2,32.5,0
bad_greedy,100,1,54,0
k=1,100,6,14.1667,23
k=2,100,6,14.1667,1111
greedy,100,3,18.6667,1
random,100,1,75,0
bad_greedy,100,3,18.6667,0
k=1,100,3,18.6667,23
k=2,100,3,18.6667,1125
greedy,100,5,10.6,0
random,100,4,20,0
bad_greedy,100,2,26.5,0
k=1,100,5,10.6,23
k=2,100,5,10.6,1120
greedy,100,4,18,0
random,100,2,33.5,0
bad_greedy,100,1,58,0
k=1,100,4,18,22
k=2,100,4,18,1122
greedy,100,5,12.2,0
random,100,1,65,0
bad_greedy,100,1,61,0
k=1,100,5,12.2,23
k=2,100,5,12.2,1113
greedy,100,6,9.33333,0
random,100,1,66,0
bad_greedy,100,6,9.33333,0
k=1,100,6,9.33333,23
k=2,100,6,9.33333,1120
greedy,100,3,26.6667,0
random,100,2,38.5,0
bad_greedy,100,1,52,0
k=1,100,3,26.6667,23
k=2,100,3,26.6667,1117
greedy,100,4,13.75,0
random,100,3,19,0
bad_greedy,100,4,13.75,0
k=1,100,4,13.75,23
k=2,100,4,13.75,1118
greedy,100,4,17,0
random,100,2,27,0
bad_greedy,100,2,27,0
k=1,100,4,17,22
k=2,100,4,17,1118
greedy,100,3,19.6667,0
random,100,1,64,0
bad_greedy,100,1,55,0
k=1,100,3,19.6667,23
k=2,100,3,19.6667,1124
greedy,100,3,21,0
random,100,1,68,0
bad_greedy,100,1,55,0
k=1,100,3,21,27
k=2,100,3,21,1118
greedy,200,7,28,0
random,200,2,99.5,0
bad_greedy,200,5,37.2,0
k=1,200,7,26,23
k=2,200,7,26,1121
greedy,200,10,19.2,0
random,200,1,181,0
bad_greedy,200,7,25.8571,0
k=1,200,10,19.2,22
k=2,200,10,19.2,1103
greedy,200,7,22.8571,0
random,200,2,75.5,0
bad_greedy,200,5,32.4,0
k=1,200,8,24.75,23
k=2,200,8,24.75,1115
greedy,200,9,19.8889,0
random,200,2,72.5,0
bad_greedy,200,8,22.125,0
k=1,200,9,19.8889,22
k=2,200,9,19.8889,1103
greedy,200,11,16.9091,0
random,200,9,20.2222,0
bad_greedy,200,5,33.4,0
k=1,200,11,16.9091,21
k=2,200,11,16.9091,1102
greedy,200,9,15.8889,0
random,200,1,198,0
bad_greedy,200,6,29.3333,0
k=1,200,10,19.5,22
k=2,200,10,19.5,1093
greedy,200,8,19.375,0
random,200,7,27.8571,0
bad_greedy,200,4,42.25,0
k=1,200,9,21.4444,23
k=2,200,9,21.4444,1120
greedy,200,7,19.7143,1
random,200,1,177,0
bad_greedy,200,6,21.8333,0
k=1,200,7,19.7143,23
k=2,200,7,19.7143,1108
greedy,200,6,26,1
random,200,3,66.3333,0
bad_greedy,200,3,57.6667,0
k=1,200,6,26,22
k=2,200,6,26,1110
greedy,200,9,17,0
random,200,1,198,0
bad_greedy,200,3,62.3333,0
k=1,200,9,17,22
k=2,200,9,17,1108
greedy,200,8,20.75,0
random,200,1,184,0
bad_greedy,200,8,20.75,0
k=1,200,8,20.75,22
k=2,200,8,20.75,1114
greedy,200,9,21.7778,1
random,200,3,65,0
bad_greedy,200,4,42,0
k=1,200,9,21.7778,22
k=2,200,9,21.7778,1106
greedy,200,11,16.6364,0
random,200,4,43.75,0
bad_greedy,200,5,34.8,0
k=1,200,11,16.6364,22
k=2,200,11,16.6364,1100
greedy,200,7,27.1429,0
random,200,2,89.5,0
bad_greedy,200,3,55.3333,0
k=1,200,7,27.1429,23
k=2,200,7,27.1429,1114
greedy,200,9,19.3333,0
random,200,4,37.75,0
bad_greedy,200,7,28,0
k=1,200,9,19.3333,22
k=2,200,9,19.3333,1104
greedy,200,8,23.375,0
random,200,2,77,0
bad_greedy,200,6,27.6667,0
k=1,200,8,23.375,22
k=2,200,8,23.375,1101
greedy,200,11,17.4545,0
random,200,4,49.5,0
bad_greedy,200,5,32.8,0
k=1,200,11,17.4545,23
k=2,200,11,17.4545,1090
greedy,200,11,17,0
random,200,3,47.3333,0
bad_greedy,200,9,19.5556,0
k=1,200,11,17,21
k=2,200,11,17,1088
greedy,200,6,29.8333,0
random,200,4,46.75,0
bad_greedy,200,5,39.2,0
k=1,200,6,29.8333,22
k=2,200,6,29.8333,1107
greedy,200,7,25.4286,0
random,200,4,48,0
bad_greedy,200,5,35,0
k=1,200,7,25.4286,23
k=2,200,7,25.4286,1091
greedy,200,11,16.0909,0
random,200,5,37.8,0
bad_greedy,200,4,47.25,0
k=1,200,11,16.0909,22
k=2,200,11,16.0909,1089
greedy,200,7,25.4286,0
random,200,3,56,0
bad_greedy,200,4,40.5,0
k=1,200,7,25.4286,23
k=2,200,7,25.4286,1093
greedy,200,9,22.1111,0
random,200,3,59.6667,0
bad_greedy,200,5,34.4,0
k=1,200,9,22.1111,23
k=2,200,9,22.1111,1122
greedy,200,12,14.8333,1
random,200,3,55.6667,0
bad_greedy,200,9,19.3333,0
k=1,200,13,14.8462,22
k=2,200,13,14.8462,1113
greedy,200,8,20.875,1
random,200,2,89.5,0
bad_greedy,200,5,36.8,0
k=1,200,8,20.875,22
k=2,200,8,20.875,1110
greedy,200,12,15.9167,0
random,200,7,27.8571,0
bad_greedy,200,5,35.6,0
k=1,200,12,15.9167,23
k=2,200,12,15.9167,1105
greedy,200,11,17,0
random,200,2,73,0
bad_greedy,200,6,28.6667,0
k=1,200,11,17,20
k=2,200,11,17,1105
greedy,200,11,18.0909,0
random,200,6,33.1667,0
bad_greedy,200,6,30.3333,0
k=1,200,11,18.0909,22
k=2,200,11,18.0909,1117
greedy,200,12,16.4167,0
random,200,5,34.4,0
bad_greedy,200,6,30.1667,0
k=1,200,12,16.4167,22
k=2,200,12,16.4167,1103
greedy,200,12,14.9167,0
random,200,4,46,0
bad_greedy,200,8,19.625,0
k=1,200,12,14.9167,22
k=2,200,12,14.9167,1106
greedy,200,10,18.9,0
random,200,3,65,0
bad_greedy,200,5,33,0
k=1,200,10,18.9,22
k=2,200,10,18.9,1107
greedy,200,15,12,1
random,200,6,29.3333,0
bad_greedy,200,10,16.6,0
k=1,200,15,12,23
k=2,200,15,12,1117
greedy,200,8,21.875,0
random,200,4,39.75,0
bad_greedy,200,4,41.5,0
k=1,200,8,21.875,22
k=2,200,8,21.875,1090
greedy,200,10,19,0
random,200,2,93.5,0
bad_greedy,200,4,41.75,0
k=1,200,10,19,23
k=2,200,10,19,1089
greedy,200,10,19.2,1
random,200,3,50.6667,0
bad_greedy,200,5,34.4,0
k=1,200,10,19.2,22
k=2,200,10,19.2,1101
greedy,200,9,16.4444,1
random,200,1,200,0
bad_greedy,200,5,37.2,0
k=1,200,9,16.4444,22
k=2,200,9,16.4444,1117
greedy,200,8,24.5,0
random,200,2,95,0
bad_greedy,200,3,56.6667,0
k=1,200,8,24.5,22
k=2,200,8,24.5,1117
greedy,200,8,21.125,0
random,200,1,182,0
bad_greedy,200,5,32.8,0
k=1,200,8,21.125,22
k=2,200,8,21.125,1117
greedy,200,9,22,0
random,200,2,85,0
bad_greedy,200,7,25.2857,0
k=1,200,9,22,22
k=2,200,9,22,1104
greedy,200,9,20.4444,1
random,200,5,30,0
bad_greedy,200,6,29.5,0
k=1,200,9,19.2222,23
k=2,200,9,19.2222,1108
greedy,200,8,23.75,0
random,200,2,95,0
bad_greedy,200,3,56,0
k=1,200,8,23.75,22
k=2,200,8,23.75,1108
greedy,200,9,22.2222,1
random,200,2,98.5,0
bad_greedy,200,4,41,0
k=1,200,9,22.2222,21
k=2,200,9,22.2222,1094
greedy,200,6,26.1667,0
random,200,2,88,0
bad_greedy,200,3,56,0
k=1,200,6,26.1667,22
k=2,200,6,26.1667,1095
greedy,200,9,21.8889,0
random,200,6,31.8333,0
bad_greedy,200,5,31.8,0
k=1,200,9,21.8889,22
k=2,200,9,21.8889,1109
greedy,200,13,15.0769,0
random,200,2,85.5,0
bad_greedy,200,4,41.75,0
k=1,200,13,15.0769,22
k=2,200,13,15.0769,1084
greedy,200,7,27,0
random,200,3,61.6667,0
bad_greedy,200,5,35.2,0
k=1,200,7,27,22
k=2,200,7,27,1088
greedy,200,9,20.6667,0
random,200,2,90,0
bad_greedy,200,6,28.6667,0
k=1,200,9,20.6667,21
k=2,200,9,20.6667,1089
greedy,200,10,16.7,0
random,200,7,28.1429,0
bad_greedy,200,8,20.625,0
k=1,200,11,18.0909,22
k=2,200,11,18.0909,1100
greedy,200,9,20.3333,1
random,200,3,65,0
bad_greedy,200,7,25.1429,0
k=1,200,9,20.3333,22
k=2,200,9,20.3333,1100
greedy,200,8,19.25,0
random,200,4,48.75,0
bad_greedy,200,5,37,0
k=1,200,8,19.25,22
k=2,200,8,19.25,1100
greedy,200,6,24.8333,0
random,200,3,62.6667,0
bad_greedy,200,5,35,0
k=1,200,7,26.5714,22
k=2,200,7,26.5714,1107
greedy,200,9,19.6667,0
random,200,2,96,0
bad_greedy,200,5,33.8,0
k=1,200,9,19.6667,21
k=2,200,9,19.6667,1093
greedy,200,8,24.75,0
random,200,4,44,0
bad_greedy,200,6,31.1667,0
k=1,200,8,24.75,22
k=2,200,8,24.75,1098
greedy,200,10,18.7,0
random,200,5,35.4,0
bad_greedy,200,4,41,0
k=1,200,10,18.7,21
k=2,200,10,18.7,1089
greedy,200,9,21.7778,0
random,200,3,56.6667,0
bad_greedy,200,4,43.75,0
k=1,200,9,21.6667,22
k=2,200,9,21.6667,1103
greedy,200,14,14,1
random,200,4,37.75,0
bad_greedy,200,10,17.4,0
k=1,200,14,14,23
k=2,200,14,14,1114
greedy,200,9,17.7778,1
random,200,8,22.375,0
bad_greedy,200,3,63.6667,0
k=1,200,9,17.7778,23
k=2,200,9,17.7778,1112
greedy,200,8,17.375,1
random,200,4,34,0
bad_greedy,200,6,30.5,0
k=1,200,10,19.5,22
k=2,200,10,19.5,1108
greedy,200,13,14.6154,0
random,200,7,28.5714,0
bad_greedy,200,10,16.5,0
k=1,200,13,14.6154,22
k=2,200,13,14.6154,1101
greedy,200,14,13.8571,0
random,200,2,94,0
bad_greedy,200,6,28.6667,0
k=1,200,14,13.8571,21
k=2,200,14,13.8571,1091
greedy,200,8,24.5,0
random,200,4,39,0
bad_greedy,200,3,56,0
k=1,200,8,24.5,21
k=2,200,8,24.5,1098
greedy,200,7,23.4286,0
random,200,4,46,0
bad_greedy,200,4,42.75,0
k=1,200,7,23.4286,22
k=2,200,7,23.4286,1107
greedy,200,10,18.3,0
random,200,3,49.3333,0
bad_greedy,200,7,23.7143,0
k=1,200,10,18.3,22
k=2,200,10,18.3,1102
greedy,200,9,21.6667,0
random,200,2,94,0
bad_greedy,200,6,28.6667,0
k=1,200,9,21.6667,22
k=2,200,9,21.6667,1101
greedy,200,10,18,0
random,200,5,39.2,0
bad_greedy,200,8,21.875,0
k=1,200,10,18,22
k=2,200,10,18,1097
greedy,200,8,20.375,0
random,200,1,168,0
bad_greedy,200,5,35.8,0
k=1,200,8,20.375,21
k=2,200,8,20.375,1099
greedy,200,8,21.375,0
random,200,5,37.2,0
bad_greedy,200,3,56,0
k=1,200,8,21.375,23
k=2,200,8,21.375,1108
greedy,200,8,22,1
random,200,5,36,0
bad_greedy,200,5,34.2,0
k=1,200,8,22,22
k=2,200,8,22,1096
greedy,200,6,31.5,0
random,200,3,56.6667,0
bad_greedy,200,4,39.75,0
k=1,200,6,31.5,22
k=2,200,6,31.5,1101
greedy,200,13,14.7692,0
random,200,4,40.5,0
bad_greedy,200,8,21.75,0
k=1,200,13,14.7692,22
k=2,200,13,14.7692,1099
greedy,200,6,25.1667,0
random,200,2,88,0
bad_greedy,200,4,49.25,0
k=1,200,7,28.4286,22
k=2,200,7,28.4286,1106
greedy,200,10,17.5,0
random,200,4,49.75,0
bad_greedy,200,6,26,0
k=1,200,10,17.5,22
k=2,200,10,17.5,1098
greedy,200,9,22.2222,0
random,200,1,188,0
bad_greedy,200,5,37.6,0
k=1,200,9,22.2222,22
k=2,200,9,22.2222,1113
greedy,200,7,20.8571,0
random,200,5,38.2,0
bad_greedy,200,5,35.8,0
k=1,200,8,22.25,22
k=2,200,8,22.25,1106
greedy,200,10,19.8,0
random,200,4,36.25,0
bad_greedy,200,8,23.125,0
k=1,200,10,19.8,21
k=2,200,10,19.8,1098
greedy,200,8,21.5,0
random,200,5,35.4,0
bad_greedy,200,8,21.5,0
k=1,200,8,21.5,22
k=2,200,8,21.5,1100
greedy,200,5,29.6,0
random,200,4,50,0
bad_greedy,200,4,50,0
k=1,200,5,29.6,22
k=2,200,5,29.6,1105
greedy,200,10,18.3,0
random,200,4,47.25,0
bad_greedy,200,8,20.625,0
k=1,200,10,18.3,22
k=2,200,10,18.3,1103
greedy,200,8,21.625,0
random,200,2,84.5,0
bad_greedy,200,8,21.625,0
k=1,200,8,21.625,23
k=2,200,8,21.625,1117
greedy,200,8,20.625,0
random,200,6,32.3333,0
bad_greedy,200,8,21.25,0
k=1,200,9,22.2222,23
k=2,200,9,22.2222,1111
greedy,200,8,18.375,1
random,200,5,39.8,0
bad_greedy,200,6,29.1667,0
k=1,200,9,17.5556,22
k=2,200,9,17.5556,1112
greedy,200,9,21.2222,0
random,200,4,49,0
bad_greedy,200,6,30.3333,0
k=1,200,9,21.2222,21
k=2,200,9,21.2222,1089
greedy,200,11,17.8182,0
random,200,4,49.75,0
bad_greedy,200,6,28.1667,0
k=1,200,11,17.8182,22
k=2,200,11,17.8182,1095
greedy,200,6,29.8333,0
random,200,1,160,0
bad_greedy,200,4,48,0
k=1,200,6,29.8333,22
k=2,200,6,29.8333,1102
greedy,200,13,15.3077,0
random,200,4,49.25,0
bad_greedy,200,4,44,0
k=1,200,13,15.3077,22
k=2,200,13,15.3077,1094
greedy,200,9,21,0
random,200,3,62.3333,0
bad_greedy,200,4,44.5,0
k=1,200,9,21,22
k=2,200,9,21,1097
greedy,200,11,15.7273,0
random,200,1,163,0
bad_greedy,200,9,19.8889,0
k=1,200,11,15.7273,23
k=2,200,11,15.7273,1119
greedy,200,5,34.2,0
random,200,3,63.3333,0
bad_greedy,200,3,55,0
k=1,200,5,34.2,24
k=2,200,5,34.2,1190
greedy,200,9,21.6667,0
random,200,3,59.6667,0
bad_greedy,200,7,25,0
k=1,200,9,21.6667,22
k=2,200,9,21.6667,1096
greedy,200,6,28,1
random,200,3,66.6667,0
bad_greedy,200,5,37.6,0
k=1,200,6,28,23
k=2,200,6,28,1124
greedy,200,10,16.5,0
random,200,4,49.75,0
bad_greedy,200,3,57.3333,0
k=1,200,10,16.5,22
k=2,200,10,16.5,1112
greedy,200,10,18.4,0
random,200,1,165,0
bad_greedy,200,6,26.8333,0
k=1,200,10,18.4,22
k=2,200,10,18.4,1125
greedy,200,11,15.8182,1
random,200,1,152,0
bad_greedy,200,10,17.2,0
k=1,200,11,15.8182,22
k=2,200,11,15.8182,1127
greedy,200,12,15.4167,0
random,200,7,21.8571,0
bad_greedy,200,9,19.4444,0
k=1,200,12,15.4167,23
k=2,200,12,15.4167,1130
greedy,200,11,13.0909,0
random,200,5,38,0
bad_greedy,200,10,17.6,0
k=1,200,11,13.0909,23
k=2,200,11,13.0909,1115
greedy,200,12,15.5,0
random,200,2,100,0
bad_greedy,200,9,19,0
k=1,200,12,15.5,23
k=2,200,12,15.5,1134
greedy,200,10,17.4,1
random,200,3,60.6667,0
bad_greedy,200,7,23.8571,0
k=1,200,10,17.4,37
k=2,200,10,17.4,1158
greedy,200,10,19.7,1
random,200,2,89,0
bad_greedy,200,6,26.5,0
k=1,200,10,19.7,23
k=2,200,10,19.7,1185
greedy,200,10,19,1
