algorithm,budget,coverage,cost_per_coverage,time
k=1,2800,83,33.6145,44
k=2,2800,83,33.6145,2062
greedy,2800,84,32.8929,3
random,2800,43,64.5814,0
bad_greedy,2800,57,47.8246,1
k=1,2800,84,32.6548,39
k=2,2800,84,32.5357,1912
greedy,2800,83,33.6867,3
random,2800,47,59.1277,0
bad_greedy,2800,62,43.7903,1
k=1,2800,83,33.0843,38
k=2,2800,83,33.0843,1841
greedy,2800,80,34.65,3
random,2800,53,51.4717,0
bad_greedy,2800,59,46.8136,1
k=1,2800,80,34.3625,44
k=2,2800,80,34.175,2136
greedy,2800,85,32.6235,3
random,2800,64,43.5469,0
bad_greedy,2800,62,43.5645,1
k=1,2800,85,32.6235,46
k=2,2800,85,32.6235,2195
greedy,2800,80,34.775,3
random,2800,48,57.6667,0
bad_greedy,2800,61,45.8689,1
k=1,2800,81,34.4198,40
k=2,2800,81,34.3951,1920
greedy,2800,84,32.5238,3
random,2800,55,50.8909,0
bad_greedy,2800,60,45.7667,1
k=1,2800,85,32.7765,40
k=2,2800,85,32.7765,1922
greedy,2800,84,32.2024,3
random,2800,57,48.8596,0
bad_greedy,2800,58,46.5,1
k=1,2800,85,32.4353,42
k=2,2800,85,32.4353,1957
greedy,2800,77,35.4935,3
random,2800,51,54.1176,0
bad_greedy,2800,52,52.2308,1
k=1,2800,77,35.4935,43
k=2,2800,77,35.4935,2135
greedy,1500,63,23.5714,3
random,1500,30,49.6333,0
bad_greedy,1500,39,37.5128,1
k=1,1500,63,23.5714,53
k=2,1500,63,23.5714,2596
greedy,1500,66,22.6818,3
random,1500,28,53.1071,0
bad_greedy,1500,42,34.119,1
k=1,1500,66,21.9697,46
k=2,1500,66,21.9697,2246
greedy,1500,67,22.1045,3
random,1500,43,34.3488,0
bad_greedy,1500,40,36.325,2
k=1,1500,68,21.8676,68
k=2,1500,68,21.8676,2908
greedy,1500,63,23.5238,3
random,1500,27,54.8889,0
bad_greedy,1500,37,40.2973,2
k=1,1500,64,23.3438,76
k=2,1500,64,23.3438,3248
greedy,1500,60,23.9167,3
random,1500,39,38.2564,0
bad_greedy,1500,40,37.275,2
k=1,1500,60,23.9167,57
k=2,1500,60,23.9167,3197
greedy,1500,66,22.3182,4
random,1500,35,42.8286,0
bad_greedy,1500,43,33.5581,2
k=1,1500,66,22.3182,80
k=2,1500,66,22.3182,2868
greedy,1500,60,24.7,3
random,1500,34,44.0294,0
bad_greedy,1500,34,43.7647,1
k=1,1500,60,24.3333,54
k=2,1500,60,24.3333,2542
greedy,1500,57,26.0351,4
random,1500,24,60.625,0
bad_greedy,1500,34,43,1
k=1,1500,57,26.0351,54
k=2,1500,57,26.0351,2612
greedy,1500,65,22.5846,4
random,1500,25,58.12,0
bad_greedy,1500,39,38.359,1
k=1,1500,65,22.4769,47
k=2,1500,65,22.4769,2297
greedy,1500,58,25.3966,3
random,1500,26,56.3077,0
bad_greedy,1500,43,33.1163,1
k=1,1500,59,25.2373,49
k=2,1500,59,25.2373,2421
greedy,2900,76,37.4605,3
random,2900,53,53.9811,0
bad_greedy,2900,55,52.5818,2
k=1,2900,77,37.1039,47
k=2,2900,78,36.7949,2319
greedy,2900,83,34.1205,3
random,2900,57,50.5439,0
bad_greedy,2900,45,62.5778,1
k=1,2900,84,34.3333,46
k=2,2900,84,34.3333,2219
greedy,2900,81,35.1975,3
random,2900,54,53.5556,0
bad_greedy,2900,63,46.0159,1
k=1,2900,81,35.1975,42
k=2,2900,81,35.1975,2032
greedy,2900,83,34.747,3
random,2900,49,58.1633,0
bad_greedy,2900,62,45.9194,1
k=1,2900,83,34.747,40
k=2,2900,83,34.747,1983
greedy,2900,82,35.0244,4
random,2900,60,47.4,0
bad_greedy,2900,62,45.1613,1
k=1,2900,82,34.7805,43
k=2,2900,82,34.7805,2050
greedy,2900,81,35.7407,3
random,2900,56,51.6429,0
bad_greedy,2900,54,52.963,1
k=1,2900,81,35.0988,43
k=2,2900,81,35.0988,2071
greedy,2900,78,36.9615,3
random,2900,45,63.6889,0
bad_greedy,2900,57,50.1579,1
k=1,2900,78,35.9615,46
k=2,2900,79,36.2025,2229
greedy,2900,78,36.3718,3
random,2900,49,58.7959,0
bad_greedy,2900,61,47.2131,1
k=1,2900,79,36.6203,45
k=2,2900,79,36.5696,2126
greedy,2900,86,32.4419,3
random,2900,56,51.6964,0
bad_greedy,2900,62,45.2419,1
k=1,2900,86,32.4419,40
k=2,2900,86,32.4419,1919
greedy,2900,81,35.7407,3
random,2900,36,80.4167,0
bad_greedy,2900,53,53.3585,1
k=1,2900,81,35.1975,42
k=2,2900,81,35.1975,1951
greedy,1500,59,24.6271,3
random,1500,34,43.7059,0
bad_greedy,1500,29,49.2069,1
k=1,1500,60,24.4333,51
k=2,1500,60,24.3833,2470
greedy,1500,63,23.0635,3
random,1500,29,51.5862,0
bad_greedy,1500,48,30.875,1
k=1,1500,63,23.0635,49
k=2,1500,64,23.2969,2385
greedy,1500,66,22.6667,3
random,1500,32,45.5312,0
bad_greedy,1500,51,28.3137,1
k=1,1500,66,22.6667,49
k=2,1500,66,22.6667,2427
greedy,1500,69,21.1739,4
random,1500,41,35.8537,0
bad_greedy,1500,42,33.8095,1
k=1,1500,69,21.029,49
k=2,1500,69,21.029,2512
greedy,1500,63,23.5397,3
random,1500,36,41.6111,0
bad_greedy,1500,42,33.5952,1
k=1,1500,63,22.9048,51
k=2,1500,64,23.1562,2466
greedy,1500,61,24.0164,3
random,1500,25,58.56,0
bad_greedy,1500,32,45.25,1
k=1,1500,61,23.8361,59
k=2,1500,61,23.8361,2587
greedy,1500,73,20.3836,3
random,1500,45,32.5111,0
bad_greedy,1500,44,34.0227,1
k=1,1500,73,20.3836,49
k=2,1500,73,20.3836,2338
greedy,1500,55,26.8545,3
random,1500,24,62.375,0
bad_greedy,1500,39,37.9231,1
k=1,1500,55,26.8545,55
k=2,1500,55,26.8545,2699
greedy,1500,62,23.5161,3
random,1500,36,41.5,0
bad_greedy,1500,36,40.3611,1
k=1,1500,62,23.5161,52
k=2,1500,62,23.5161,2704
greedy,1500,56,25.9821,3
random,1500,38,38.8158,0
bad_greedy,1500,29,51.3103,1
k=1,1500,56,25.9821,54
k=2,1500,56,25.9821,2942
greedy,2200,74,29.2568,3
random,2200,46,47.8043,0
bad_greedy,2200,54,40.463,1
k=1,2200,74,29.2568,50
k=2,2200,74,29.1486,2342
greedy,2200,76,28.8684,3
random,2200,46,47.2609,0
bad_greedy,2200,51,41.9608,1
k=1,2200,76,28.7632,41
k=2,2200,76,28.7632,2045
greedy,2200,70,30.1286,4
random,2200,30,72.7667,0
bad_greedy,2200,53,41.0189,1
k=1,2200,71,30.9718,60
k=2,2200,71,30.9155,2771
greedy,2200,74,28.6486,4
random,2200,33,66.3333,0
bad_greedy,2200,56,38.9464,2
k=1,2200,75,28.72,76
k=2,2200,75,28.6533,3611
greedy,2200,77,27.9351,4
random,2200,40,54.15,0
bad_greedy,2200,59,36.2034,1
k=1,2200,77,27.9351,53
k=2,2200,77,27.9351,2460
greedy,2200,76,28.5132,3
random,2200,41,52.561,0
bad_greedy,2200,54,40.0741,1
k=1,2200,77,28.0779,43
k=2,2200,77,28.0779,2117
greedy,2200,68,31.5441,3
random,2200,31,70.5161,0
bad_greedy,2200,47,44.9362,1
k=1,2200,69,31.4783,48
k=2,2200,69,31.4783,2309
greedy,2200,69,31.029,3
random,2200,40,54.525,0
bad_greedy,2200,46,47.8261,1
k=1,2200,70,30.9143,55
k=2,2200,70,30.9143,2533
greedy,2200,77,27.7792,3
random,2200,46,47.7609,0
bad_greedy,2200,50,43.06,1
k=1,2200,77,27.7532,46
k=2,2200,77,27.7532,2615
greedy,2200,69,31.7246,4
random,2200,52,42.2308,0
bad_greedy,2200,43,50.6512,1
k=1,2200,69,31.7246,59
k=2,2200,69,31.7246,2741
greedy,1800,63,28.127,3
random,1800,37,47.7297,0
bad_greedy,1800,39,44.7692,1
k=1,1800,63,28.127,51
k=2,1800,63,28.127,2613
greedy,1800,66,26.6212,3
random,1800,36,48.6111,0
bad_greedy,1800,45,39.8444,1
k=1,1800,66,26.6212,45
k=2,1800,66,26.6212,2164
greedy,1800,72,24.7778,3
random,1800,42,41.9524,0
bad_greedy,1800,43,41.186,1
k=1,1800,72,24.7778,43
k=2,1800,72,24.7778,2103
greedy,1800,68,26.2206,3
random,1800,39,45.6667,0
bad_greedy,1800,46,37.4783,1
k=1,1800,69,25.5797,48
k=2,1800,69,25.2899,2407
greedy,1800,70,25.2429,3
random,1800,41,43.4878,0
bad_greedy,1800,45,39.3111,1
k=1,1800,70,24.4571,45
k=2,1800,70,24.4143,2221
greedy,1800,70,25.4857,3
random,1800,33,54.2727,0
bad_greedy,1800,43,41.0465,1
k=1,1800,71,25.3099,45
k=2,1800,71,25.3099,2098
greedy,1800,67,26.2537,4
random,1800,37,48.5946,0
bad_greedy,1800,45,39.4889,1
k=1,1800,67,26.1493,63
k=2,1800,67,26.1493,2764
greedy,1800,63,28.0952,4
random,1800,34,52.3235,0
bad_greedy,1800,40,43.3,1
k=1,1800,63,28,58
k=2,1800,63,28,2767
greedy,1800,69,25.5217,3
random,1800,30,58.9667,0
bad_greedy,1800,48,36.9167,1
k=1,1800,70,25.7,52
k=2,1800,70,25.7,2543
greedy,1800,64,27.4219,3
random,1800,32,55.3438,0
bad_greedy,1800,33,51.5152,1
k=1,1800,65,27.1692,48
k=2,1800,65,27.1692,2350
greedy,2100,77,27.1818,3
random,2100,46,45.5,0
bad_greedy,2100,51,40.3922,1
k=1,2100,77,27.1818,49
k=2,2100,77,27.1818,2169
greedy,2100,72,28.75,3
random,2100,33,63.2727,0
bad_greedy,2100,56,36.3571,1
k=1,2100,72,28.2361,48
k=2,2100,72,28.2361,2348
greedy,2100,79,25.3924,3
random,2100,43,48.1628,0
bad_greedy,2100,52,39.0385,1
k=1,2100,80,25.5875,44
k=2,2100,80,25.525,2018
greedy,2100,69,30.3333,3
random,2100,43,47.8837,0
bad_greedy,2100,49,41.6327,1
k=1,2100,69,29.5942,47
k=2,2100,69,29.4928,2227
greedy,2100,71,28.9718,3
random,2100,33,62.5455,0
bad_greedy,2100,40,50.225,1
k=1,2100,71,28.9718,50
k=2,2100,71,28.9718,2483
greedy,2100,76,26.8158,3
random,2100,47,44.1702,0
bad_greedy,2100,51,41.1765,1
k=1,2100,77,26.5455,46
k=2,2100,77,26.5455,2156
greedy,2100,77,27.2468,3
random,2100,48,43.0833,0
bad_greedy,2100,52,39.8654,1
k=1,2100,77,27.1818,50
k=2,2100,77,27.1818,2489
greedy,2100,75,27.7067,3
random,2100,45,45.8222,0
bad_greedy,2100,59,34.661,1
k=1,2100,76,27.0658,55
k=2,2100,76,27.0658,2238
greedy,2100,76,27.5132,3
random,2100,36,58.0833,0
bad_greedy,2100,52,40.2308,1
k=1,2100,76,27.3553,46
k=2,2100,76,27.3553,2323
greedy,2100,73,28.5753,3
random,2100,37,56.5405,0
bad_greedy,2100,51,40.4314,1
k=1,2100,73,28.4384,49
k=2,2100,73,28.4384,2375
greedy,2200,73,29.9315,3
random,2200,53,41.4906,0
bad_greedy,2200,53,40.3774,1
k=1,2200,73,29.8904,48
k=2,2200,73,29.8904,2491
greedy,2200,77,28.3377,3
random,2200,48,45.7292,0
bad_greedy,2200,49,44.898,1
k=1,2200,77,27.7403,41
k=2,2200,77,27.7403,2083
greedy,2200,72,29.9444,3
random,2200,36,60.8333,0
bad_greedy,2200,45,46.8889,2
k=1,2200,73,29.9178,54
k=2,2200,73,29.9178,2331
greedy,2200,79,27.5696,4
random,2200,52,42.2692,0
bad_greedy,2200,53,40.566,1
k=1,2200,79,27.2785,39
k=2,2200,79,27.2785,1922
greedy,2200,72,29.75,3
random,2200,48,45.4792,0
bad_greedy,2200,52,40.6154,1
k=1,2200,73,29.6712,50
k=2,2200,73,29.6712,2394
greedy,2200,71,30.2394,3
random,2200,44,49.9545,0
bad_greedy,2200,48,44.3333,1
k=1,2200,72,30.0694,47
k=2,2200,72,30.0694,2278
greedy,2200,82,26.622,3
random,2200,62,34.9677,0
bad_greedy,2200,56,39.1607,1
k=1,2200,82,26.4756,41
k=2,2200,82,26.2805,1952
greedy,2200,64,33.4688,3
random,2200,47,45.9574,0
bad_greedy,2200,43,49.1628,1
k=1,2200,64,33.4688,64
k=2,2200,64,33.4688,2604
greedy,2200,78,27.6923,3
random,2200,38,57.4737,0
bad_greedy,2200,55,38.1455,1
k=1,2200,78,27.6923,39
k=2,2200,78,27.6923,1885
greedy,2200,75,28.1733,3
random,2200,54,40.6852,0
bad_greedy,2200,57,38.0351,1
k=1,2200,75,28.0133,45
k=2,2200,75,28.0133,2151
greedy,1700,61,27.6066,3
random,1700,30,56.4667,0
bad_greedy,1700,43,38.4186,1
k=1,1700,61,27.5574,52
k=2,1700,61,27.5574,2539
greedy,1700,61,27.1148,4
random,1700,33,51.1818,0
bad_greedy,1700,42,38.2143,1
k=1,1700,61,27.1148,56
k=2,1700,61,27.1148,2734
greedy,1700,69,24.0145,3
random,1700,30,56.2333,0
bad_greedy,1700,44,38.5909,1
k=1,1700,69,24.0145,48
k=2,1700,69,24.0145,2294
greedy,1700,64,26.0469,4
random,1700,34,49.8824,0
bad_greedy,1700,42,38.4762,1
k=1,1700,65,25.3538,54
k=2,1700,66,25.4545,2697
greedy,1700,69,24.2319,3
random,1700,31,54.5484,0
bad_greedy,1700,37,45.7568,1
k=1,1700,70,24.2571,46
k=2,1700,70,24.2571,2256
greedy,1700,66,25.1667,3
random,1700,35,47.1714,0
bad_greedy,1700,42,38.8571,1
k=1,1700,66,25.1667,48
k=2,1700,66,25.1667,2328
greedy,1700,75,22.6533,3
random,1700,40,42.375,0
bad_greedy,1700,50,33.66,1
k=1,1700,75,22.4533,50
k=2,1700,75,22.44,2448
greedy,1700,70,23.8571,4
random,1700,22,74.9091,0
bad_greedy,1700,32,50.1562,1
k=1,1700,71,23.662,47
k=2,1700,72,23.0833,2288
greedy,1700,63,26.3968,3
random,1700,33,51.2424,0
bad_greedy,1700,41,41.2439,1
k=1,1700,63,26.3968,47
k=2,1700,63,26.3968,2308
greedy,1700,64,26.4688,3
random,1700,39,43.5897,0
bad_greedy,1700,41,40.0976,1
k=1,1700,64,26.375,51
k=2,1700,64,26.375,2514
greedy,2400,75,31.4133,3
random,2400,39,61.1795,0
bad_greedy,2400,49,48.2041,2
k=1,2400,76,31.1711,48
k=2,2400,76,30.9737,2667
greedy,2400,77,30.3506,4
random,2400,41,58.1707,0
bad_greedy,2400,50,47.94,1
k=1,2400,78,29.8205,52
k=2,2400,78,29.8205,2236
greedy,2400,83,28.6627,3
random,2400,60,39.9667,0
bad_greedy,2400,53,43.5849,1
k=1,2400,83,28.0361,43
k=2,2400,83,28.0361,2069
greedy,2400,84,27.7619,3
random,2400,37,63.9459,0
bad_greedy,2400,56,42.1429,1
k=1,2400,84,27.7619,43
k=2,2400,84,27.7619,2102
greedy,2400,73,31.726,3
random,2400,47,50.1702,0
bad_greedy,2400,52,44.3846,1
k=1,2400,73,31.726,45
k=2,2400,73,31.726,2214
greedy,2400,72,32.8333,3
random,2400,42,57.1429,0
bad_greedy,2400,43,54.093,1
k=1,2400,72,32.625,48
k=2,2400,72,32.625,2283
greedy,2400,78,30.4615,3
random,2400,42,56.4524,0
bad_greedy,2400,53,44.9811,1
k=1,2400,78,30.4615,44
k=2,2400,78,30.4615,2051
greedy,2400,77,30.3766,3
random,2400,42,56.3095,0
bad_greedy,2400,51,46.6667,1
k=1,2400,77,29.8701,47
k=2,2400,78,30.5641,2193
greedy,2400,76,30.7895,3
random,2400,41,58.4146,0
bad_greedy,2400,52,45.7692,1
k=1,2400,76,30.7895,48
k=2,2400,76,30.7895,2356
greedy,2400,82,29.0488,3
random,2400,48,49.8125,0
bad_greedy,2400,64,37.4219,1
k=1,2400,82,28.5488,43
k=2,2400,82,28.5488,2053
greedy,1100,59,18.0508,3
random,1100,20,53.45,0
bad_greedy,1100,42,25.4524,1
k=1,1100,60,18.2833,51
k=2,1100,60,18.2833,2559
greedy,1100,64,16.8906,3
random,1100,24,44.625,0
bad_greedy,1100,40,27.2,1
k=1,1100,64,16.8906,52
k=2,1100,64,16.8906,2601
greedy,1100,64,17,3
random,1100,27,39.8148,0
bad_greedy,1100,38,27.8158,1
k=1,1100,64,16.5938,55
k=2,1100,64,16.5938,2616
greedy,1100,52,21.0769,3
random,1100,30,36.3667,0
bad_greedy,1100,32,33.8438,1
k=1,1100,52,20.4231,55
k=2,1100,52,20.4231,2724
greedy,1100,57,19.1754,3
random,1100,37,29.3784,0
bad_greedy,1100,34,30.4118,1
k=1,1100,57,19.1754,54
k=2,1100,57,19.1754,2703
greedy,1100,54,20.1852,3
random,1100,31,35.3871,0
bad_greedy,1100,25,41.36,1
k=1,1100,54,19.8704,56
k=2,1100,54,19.8704,2804
greedy,1100,56,19.0536,3
random,1100,19,56,0
bad_greedy,1100,25,42.52,1
k=1,1100,57,19.0175,52
k=2,1100,57,19.0175,2649
greedy,1100,56,18.9107,3
random,1100,30,35.3333,0
bad_greedy,1100,38,28.8947,1
k=1,1100,56,18.8571,53
k=2,1100,56,18.8571,2561
greedy,1100,51,20.7451,3
random,1100,26,41.5,0
bad_greedy,1100,36,30.2222,1
k=1,1100,52,20.8077,56
k=2,1100,52,20.7115,2752
greedy,1100,57,19.0877,3
random,1100,25,42.32,0
bad_greedy,1100,33,31.3939,1
k=1,1100,57,19.0877,53
k=2,1100,57,19.0877,2656
greedy,100,6,8.83333,3
random,100,5,15.4,0
bad_greedy,100,3,33.3333,1
k=1,100,7,11.4286,64
k=2,100,7,11.4286,3110
greedy,100,6,8.66667,3
random,100,1,72,0
bad_greedy,100,4,25,1
k=1,100,6,8.66667,64
k=2,100,6,8.66667,3154
greedy,100,7,7.57143,3
random,100,2,25.5,0
bad_greedy,100,2,25.5,1
k=1,100,7,7.57143,64
k=2,100,7,7.57143,3123
greedy,100,6,8.66667,3
random,100,2,37,0
bad_greedy,100,2,25.5,1
k=1,100,7,8.85714,63
k=2,100,7,8.85714,3123
greedy,100,7,7.14286,3
random,100,7,9.28571,0
bad_greedy,100,7,7.14286,1
k=1,100,8,7.625,65
k=2,100,8,7.625,3160
greedy,100,7,7.42857,5
random,100,1,83,0
bad_greedy,100,2,25,1
k=1,100,7,7.42857,89
k=2,100,7,7.42857,3553
greedy,100,9,6.22222,3
random,100,3,19.3333,0
bad_greedy,100,1,51,1
k=1,100,9,6.22222,77
k=2,100,9,6.22222,3648
greedy,100,11,7.36364,5
random,100,1,81,0
bad_greedy,100,4,25,1
k=1,100,11,7.36364,91
k=2,100,11,7.36364,3898
greedy,100,12,4.33333,3
random,100,12,4.58333,0
bad_greedy,100,1,51,1
k=1,100,12,4.33333,68
k=2,100,12,4.33333,3303
greedy,100,6,10,3
random,100,5,13.8,0
bad_greedy,100,4,12.5,1
k=1,100,6,10,64
k=2,100,6,10,3145
greedy,300,32,9.21875,4
random,300,9,29.2222,0
bad_greedy,300,25,10.56,1
k=1,300,32,9.21875,64
k=2,300,32,9.21875,3253
greedy,300,24,11.5833,4
random,300,4,62.5,0
bad_greedy,300,11,23.6364,2
k=1,300,24,11.5833,88
k=2,300,24,11.5833,4737
greedy,300,25,10.56,3
random,300,12,22.4167,0
bad_greedy,300,18,14.5,1
k=1,300,25,10.36,65
k=2,300,25,10.36,3084
greedy,300,21,12.7143,3
random,300,5,57.6,0
bad_greedy,300,12,21.4167,1
k=1,300,22,13.2727,69
k=2,300,22,13.2727,3312
greedy,300,31,8.93548,3
random,300,5,56.8,0
bad_greedy,300,22,11.9091,1
k=1,300,31,8.93548,62
k=2,300,31,8.93548,3085
greedy,300,24,11.375,4
random,300,16,17.5625,0
bad_greedy,300,17,15.1176,1
k=1,300,26,11.5,69
k=2,300,26,11.5,3152
greedy,300,29,8.96552,3
random,300,8,31.375,0
bad_greedy,300,18,14.4444,1
k=1,300,30,9.8,60
k=2,300,30,9.8,3013
greedy,300,25,11.8,4
random,300,11,24.6364,0
bad_greedy,300,16,16.125,1
k=1,300,25,11.8,61
k=2,300,25,11.8,2967
greedy,300,25,11.28,4
random,300,10,25.1,0
bad_greedy,300,12,21.25,1
k=1,300,25,11.28,62
k=2,300,25,11.28,3309
greedy,300,28,10.0714,3
random,300,15,19,0
bad_greedy,300,14,18.7857,1
k=1,300,28,10.0714,65
k=2,300,28,10.0714,3064
greedy,1000,53,18.283,3
random,1000,26,37.9615,0
bad_greedy,1000,25,37.72,1
k=1,1000,53,18.283,51
k=2,1000,53,18.283,2502
greedy,1000,47,21.0213,3
random,1000,23,42.7826,0
bad_greedy,1000,33,29.0909,1
k=1,1000,47,21.0213,54
k=2,1000,47,21.0213,2710
greedy,1000,39,25.3846,4
random,1000,22,44.9091,0
bad_greedy,1000,23,41.6957,1
k=1,1000,39,25.3846,57
k=2,1000,39,25.3846,2835
greedy,1000,53,18.3962,3
random,1000,15,63.7333,0
bad_greedy,1000,38,26.1053,1
k=1,1000,54,18.3889,57
k=2,1000,54,18.3889,2763
greedy,1000,58,16.9655,3
random,1000,29,34.4483,0
bad_greedy,1000,35,27.0286,1
k=1,1000,60,16.6,55
k=2,1000,60,16.6,2682
greedy,1000,53,18.3208,3
random,1000,27,37,0
bad_greedy,1000,25,38.2,1
k=1,1000,54,18.2963,54
k=2,1000,54,18.2963,2708
greedy,1000,50,19.12,4
random,1000,14,68.2857,0
bad_greedy,1000,31,31.9355,1
k=1,1000,50,19.12,56
k=2,1000,50,19.12,2734
greedy,1000,61,16.2459,3
random,1000,23,43.1304,0
bad_greedy,1000,30,31.5667,1
k=1,1000,61,15.5082,53
k=2,1000,61,15.5082,2523
greedy,1000,47,20.1915,3
random,1000,25,39.04,0
bad_greedy,1000,32,30.7188,1
k=1,1000,47,20.1915,54
k=2,1000,48,20.6042,2701
greedy,1000,58,16.6724,3
random,1000,26,37.9615,0
bad_greedy,1000,40,23.35,1
k=1,1000,58,16.6724,56
k=2,1000,58,16.6724,2600
greedy,1100,47,22.766,3
random,1100,24,44.5417,0
bad_greedy,1100,33,31.9697,1
k=1,1100,47,22.766,57
k=2,1100,47,22.766,2872
greedy,1100,53,20.3396,3
random,1100,23,47.3478,0
bad_greedy,1100,34,30.7647,1
k=1,1100,53,20.3019,56
k=2,1100,53,20.3019,2692
greedy,1100,57,19.1579,3
random,1100,22,48.2727,0
bad_greedy,1100,36,29.25,1
k=1,1100,57,19.1579,51
k=2,1100,57,19.1579,2530
greedy,1100,54,19.8519,3
random,1100,30,36.3333,0
bad_greedy,1100,35,30.8857,1
k=1,1100,54,19.8519,52
k=2,1100,54,19.8519,2737
greedy,1100,59,17.9153,4
random,1100,29,36.6897,0
bad_greedy,1100,40,26.375,1
k=1,1100,60,17.8167,55
k=2,1100,60,17.8167,2739
greedy,1100,55,19.3636,3
random,1100,28,38.7857,0
bad_greedy,1100,30,35.0667,1
k=1,1100,55,19.2545,53
k=2,1100,55,19.2545,2563
greedy,1100,50,21.56,3
random,1100,23,47.6957,0
bad_greedy,1100,33,32.4545,1
k=1,1100,50,21.56,56
k=2,1100,50,21.56,2756
greedy,1100,59,18,3
random,1100,25,43.52,0
bad_greedy,1100,33,32.3333,1
k=1,1100,60,17.7,48
k=2,1100,61,17.4754,2435
greedy,1100,45,23.5111,3
random,1100,27,40.1481,0
bad_greedy,1100,29,37.3103,1
k=1,1100,45,23.4667,57
k=2,1100,45,23.4667,2769
greedy,1100,55,19.0909,3
random,1100,23,47.7826,0
bad_greedy,1100,39,27.5385,1
k=1,1100,55,19.0909,52
k=2,1100,55,19.0909,2544
greedy,2400,81,28.642,4
random,2400,53,45.1321,0
bad_greedy,2400,58,39.6379,1
k=1,2400,81,28.5309,45
k=2,2400,81,28.4444,2146
greedy,2400,81,28.8395,3
random,2400,42,56.7857,0
bad_greedy,2400,65,36.8462,1
k=1,2400,82,29.0854,59
k=2,2400,82,29.0854,2571
greedy,2400,72,33.25,4
random,2400,44,53.7273,0
bad_greedy,2400,47,49.8511,2
k=1,2400,72,32.2639,55
k=2,2400,72,32.2639,2765
greedy,2400,76,31.5658,3
random,2400,39,61.2051,0
bad_greedy,2400,48,48.6458,1
k=1,2400,76,30.8553,47
k=2,2400,77,31.013,2274
greedy,2400,74,32.0135,3
random,2400,46,52,0
bad_greedy,2400,52,45.3269,1
k=1,2400,74,31.3108,46
k=2,2400,74,31.3108,2259
greedy,2400,78,29.6154,3
random,2400,44,54.4091,0
bad_greedy,2400,59,38.9831,1
k=1,2400,78,29.6154,41
k=2,2400,78,29.6154,2003
greedy,2400,85,28.0588,3
random,2400,50,47.46,0
bad_greedy,2400,51,46.1961,1
k=1,2400,85,27.5294,38
k=2,2400,86,27.8721,1784
greedy,2400,83,27.9759,3
random,2400,61,39.1639,0
bad_greedy,2400,53,44.4906,1
k=1,2400,83,27.9759,45
k=2,2400,83,27.9759,2100
greedy,2400,78,29.7308,3
random,2400,51,47.0392,0
bad_greedy,2400,52,44.25,1
k=1,2400,78,29.7308,43
k=2,2400,78,29.7308,2058
greedy,2400,75,31,3
random,2400,47,50.0851,0
bad_greedy,2400,58,40.7414,1
k=1,2400,75,30.8667,46
k=2,2400,75,30.8667,2283
greedy,200,16,9.625,3
random,200,10,17.4,0
bad_greedy,200,13,11.6154,1
k=1,200,17,10.7647,62
k=2,200,17,10.7647,3075
greedy,200,20,7.6,3
random,200,2,79.5,0
bad_greedy,200,19,10.5263,1
k=1,200,20,7.6,62
k=2,200,20,7.6,3012
greedy,200,23,8.34783,3
random,200,5,33.2,0
bad_greedy,200,16,9.4375,1
k=1,200,23,8.34783,63
k=2,200,23,8.34783,3022
greedy,200,19,8.89474,4
random,200,8,23,0
bad_greedy,200,8,19.375,1
k=1,200,20,9.3,63
k=2,200,20,9.3,3179
greedy,200,18,9.11111,3
random,200,2,92,0
bad_greedy,200,12,13.0833,1
k=1,200,18,9.11111,71
k=2,200,19,10.1053,3111
greedy,200,19,10.1053,3
random,200,11,17.8182,0
bad_greedy,200,15,10.5333,1
k=1,200,19,10.1053,62
k=2,200,19,10.1053,3097
greedy,200,20,8.1,3
random,200,6,33.3333,0
bad_greedy,200,9,17.2222,1
k=1,200,21,8.33333,64
k=2,200,21,8.33333,3097
greedy,200,22,7.59091,3
random,200,10,19.8,0
bad_greedy,200,12,12.5833,1
k=1,200,22,7.59091,61
k=2,200,22,7.59091,2968
greedy,200,17,9.64706,3
random,200,9,19.1111,0
bad_greedy,200,10,15.4,1
k=1,200,17,9.64706,63
k=2,200,17,9.64706,3062
greedy,200,21,8.04762,3
random,200,11,18,0
bad_greedy,200,12,12.5833,1
k=1,200,21,8.04762,61
k=2,200,21,8.04762,3042
greedy,500,34,13.2941,3
random,500,12,38.6667,0
bad_greedy,500,21,22.1905,1
k=1,500,35,13.8571,62
k=2,500,35,13.8571,2924
greedy,500,34,13.9706,3
random,500,10,46.4,0
bad_greedy,500,19,24.7895,1
k=1,500,34,13.9706,59
k=2,500,34,13.9706,2907
greedy,500,30,15.5,3
random,500,9,54.2222,0
bad_greedy,500,19,24.5789,1
k=1,500,31,15.4194,59
k=2,500,31,15.4194,2980
greedy,500,40,11.3,3
random,500,20,23.2,0
bad_greedy,500,25,19.28,1
k=1,500,41,12.122,58
k=2,500,41,12.122,2872
greedy,500,37,13.1622,3
random,500,20,25,0
bad_greedy,500,22,22.0909,1
k=1,500,37,12.9189,56
k=2,500,37,12.9189,2825
greedy,500,33,13.7273,3
random,500,16,30.9375,0
bad_greedy,500,24,20.5833,1
k=1,500,34,14.6176,60
k=2,500,34,14.6176,2942
greedy,500,38,12.3684,3
random,500,18,26.6667,0
bad_greedy,500,31,14.3226,1
k=1,500,39,12.7436,61
k=2,500,39,12.7436,2957
